timestamp,ch0_V_per_V
2026-04-29T22:10:35.360,0.00016373
2026-04-29T22:10:35.362,0.00015910
2026-04-29T22:10:35.364,0.00015663
2026-04-29T22:10:35.365,0.00015389
2026-04-29T22:10:35.367,0.00015168
2026-04-29T22:10:35.368,0.00015320
2026-04-29T22:10:35.370,0.00015234
2026-04-29T22:10:35.371,0.00014829
2026-04-29T22:10:35.373,0.00014280
2026-04-29T22:10:35.374,0.00013225
2026-04-29T22:10:35.376,0.00012865
2026-04-29T22:10:35.377,0.00013009
2026-04-29T22:10:35.379,0.00013933
2026-04-29T22:10:35.380,0.00014354
2026-04-29T22:10:35.382,0.00014545
2026-04-29T22:10:35.383,0.00014774
2026-04-29T22:10:35.385,0.00014829
2026-04-29T22:10:35.387,0.00015110
2026-04-29T22:10:35.388,0.00015393
2026-04-29T22:10:35.390,0.00015725
2026-04-29T22:10:35.391,0.00015803
2026-04-29T22:10:35.393,0.00016024
2026-04-29T22:10:35.394,0.00016437
2026-04-29T22:10:35.396,0.00016752
2026-04-29T22:10:35.397,0.00016758
2026-04-29T22:10:35.399,0.00016997
2026-04-29T22:10:35.400,0.00016736
2026-04-29T22:10:35.402,0.00016826
2026-04-29T22:10:35.403,0.00017000
2026-04-29T22:10:35.405,0.00017438
2026-04-29T22:10:35.407,0.00017760
2026-04-29T22:10:35.408,0.00017818
2026-04-29T22:10:35.410,0.00018156
2026-04-29T22:10:35.411,0.00018484
2026-04-29T22:10:35.413,0.00019515
2026-04-29T22:10:35.414,0.00019980
2026-04-29T22:10:35.416,0.00020392
2026-04-29T22:10:35.417,0.00020562
2026-04-29T22:10:35.419,0.00020322
2026-04-29T22:10:35.420,0.00020244
2026-04-29T22:10:35.422,0.00020486
2026-04-29T22:10:35.423,0.00020568
2026-04-29T22:10:35.425,0.00020713
2026-04-29T22:10:35.427,0.00020593
2026-04-29T22:10:35.428,0.00020152
2026-04-29T22:10:35.430,0.00019976
2026-04-29T22:10:35.431,0.00019874
2026-04-29T22:10:35.433,0.00019928
2026-04-29T22:10:35.434,0.00020034
2026-04-29T22:10:35.436,0.00020201
2026-04-29T22:10:35.437,0.00020174
2026-04-29T22:10:35.439,0.00019945
2026-04-29T22:10:35.440,0.00019768
2026-04-29T22:10:35.442,0.00019421
2026-04-29T22:10:35.443,0.00019265
2026-04-29T22:10:35.445,0.00018944
2026-04-29T22:10:35.446,0.00018775
2026-04-29T22:10:35.448,0.00018353
2026-04-29T22:10:35.450,0.00018176
2026-04-29T22:10:35.451,0.00017966
2026-04-29T22:10:35.453,0.00017955
2026-04-29T22:10:35.454,0.00018030
2026-04-29T22:10:35.456,0.00018031
2026-04-29T22:10:35.457,0.00018016
2026-04-29T22:10:35.459,0.00017822
2026-04-29T22:10:35.460,0.00017669
2026-04-29T22:10:35.462,0.00017357
2026-04-29T22:10:35.463,0.00017238
2026-04-29T22:10:35.465,0.00017120
2026-04-29T22:10:35.466,0.00017099
2026-04-29T22:10:35.468,0.00017053
2026-04-29T22:10:35.469,0.00017044
2026-04-29T22:10:35.471,0.00017016
2026-04-29T22:10:35.472,0.00016999
2026-04-29T22:10:35.474,0.00016942
2026-04-29T22:10:35.476,0.00016876
2026-04-29T22:10:35.477,0.00016672
2026-04-29T22:10:35.479,0.00016545
2026-04-29T22:10:35.480,0.00016309
2026-04-29T22:10:35.482,0.00016218
2026-04-29T22:10:35.483,0.00016153
2026-04-29T22:10:35.485,0.00016110
2026-04-29T22:10:35.486,0.00016099
2026-04-29T22:10:35.488,0.00016090
2026-04-29T22:10:35.489,0.00016086
2026-04-29T22:10:35.491,0.00016011
2026-04-29T22:10:35.492,0.00015941
2026-04-29T22:10:35.494,0.00015778
2026-04-29T22:10:35.495,0.00015683
2026-04-29T22:10:35.497,0.00015508
2026-04-29T22:10:35.499,0.00015440
2026-04-29T22:10:35.500,0.00015326
2026-04-29T22:10:35.502,0.00015306
2026-04-29T22:10:35.503,0.00015237
2026-04-29T22:10:35.505,0.00015194
2026-04-29T22:10:35.506,0.00015114
2026-04-29T22:10:35.508,0.00015038
2026-04-29T22:10:35.509,0.00014917
2026-04-29T22:10:35.511,0.00014862
2026-04-29T22:10:35.512,0.00014804
2026-04-29T22:10:35.514,0.00014732
2026-04-29T22:10:35.515,0.00014689
2026-04-29T22:10:35.517,0.00014643
2026-04-29T22:10:35.518,0.00014595
2026-04-29T22:10:35.520,0.00014572
2026-04-29T22:10:35.522,0.00014545
2026-04-29T22:10:35.523,0.00014465
2026-04-29T22:10:35.525,0.00014407
2026-04-29T22:10:35.526,0.00014308
