timestamp,ch0_V_per_V
2026-04-06T23:00:50.166,0.00017844
2026-04-06T23:00:50.174,0.00020636
2026-04-06T23:00:50.183,0.00023283
2026-04-06T23:00:50.191,0.00025696
2026-04-06T23:00:50.200,0.00027850
2026-04-06T23:00:50.209,0.00029683
2026-04-06T23:00:50.217,0.00031076
2026-04-06T23:00:50.226,0.00032306
2026-04-06T23:00:50.234,0.00033506
2026-04-06T23:00:50.243,0.00035778
2026-04-06T23:00:50.251,0.00036816
2026-04-06T23:00:50.260,0.00037661
2026-04-06T23:00:50.268,0.00038205
2026-04-06T23:00:50.277,0.00038541
2026-04-06T23:00:50.286,0.00038547
2026-04-06T23:00:50.294,0.00038039
2026-04-06T23:00:50.302,0.00037204
2026-04-06T23:00:50.311,0.00036305
2026-04-06T23:00:50.320,0.00035473
2026-04-06T23:00:50.328,0.00034776
2026-04-06T23:00:50.337,0.00033774
2026-04-06T23:00:50.345,0.00033046
2026-04-06T23:00:50.353,0.00032130
2026-04-06T23:00:50.362,0.00030603
2026-04-06T23:00:50.370,0.00027106
2026-04-06T23:00:50.379,0.00024031
2026-04-06T23:00:50.387,0.00022154
2026-04-06T23:00:50.396,0.00020183
2026-04-06T23:00:50.404,0.00018104
2026-04-06T23:00:50.413,0.00016118
2026-04-06T23:00:50.421,0.00013991
2026-04-06T23:00:50.430,0.00011358
2026-04-06T23:00:50.438,0.00008914
2026-04-06T23:00:50.447,0.00006916
2026-04-06T23:00:50.455,0.00005738
2026-04-06T23:00:50.464,0.00005418
2026-04-06T23:00:50.472,0.00005864
2026-04-06T23:00:50.480,0.00006791
2026-04-06T23:00:50.489,0.00007522
2026-04-06T23:00:50.497,0.00007538
2026-04-06T23:00:50.506,0.00006733
2026-04-06T23:00:50.515,0.00004678
2026-04-06T23:00:50.523,0.00003788
2026-04-06T23:00:50.532,0.00003086
2026-04-06T23:00:50.540,0.00002607
2026-04-06T23:00:50.549,0.00002289
2026-04-06T23:00:50.557,0.00002069
2026-04-06T23:00:50.566,0.00001946
2026-04-06T23:00:50.574,0.00001856
2026-04-06T23:00:50.583,0.00001772
2026-04-06T23:00:50.591,0.00001703
2026-04-06T23:00:50.600,0.00001645
2026-04-06T23:00:50.609,0.00001634
2026-04-06T23:00:50.617,0.00001703
2026-04-06T23:00:50.625,0.00001833
2026-04-06T23:00:50.634,0.00002001
2026-04-06T23:00:50.642,0.00002174
2026-04-06T23:00:50.651,0.00002430
2026-04-06T23:00:50.659,0.00002470
2026-04-06T23:00:50.667,0.00002486
2026-04-06T23:00:50.676,0.00002522
2026-04-06T23:00:50.684,0.00002556
2026-04-06T23:00:50.693,0.00002565
2026-04-06T23:00:50.701,0.00002530
2026-04-06T23:00:50.710,0.00002526
2026-04-06T23:00:50.718,0.00002480
2026-04-06T23:00:50.727,0.00002498
2026-04-06T23:00:50.735,0.00002531
2026-04-06T23:00:50.743,0.00002542
2026-04-06T23:00:50.752,0.00002556
2026-04-06T23:00:50.760,0.00002546
2026-04-06T23:00:50.769,0.00002532
2026-04-06T23:00:50.777,0.00002517
2026-04-06T23:00:50.785,0.00002489
2026-04-06T23:00:50.794,0.00002503
2026-04-06T23:00:50.802,0.00002529
2026-04-06T23:00:50.810,0.00002558
2026-04-06T23:00:50.819,0.00002562
2026-04-06T23:00:50.828,0.00002522
2026-04-06T23:00:50.836,0.00002516
2026-04-06T23:00:50.845,0.00002509
2026-04-06T23:00:50.853,0.00002553
2026-04-06T23:00:50.862,0.00002612
2026-04-06T23:00:50.870,0.00002671
2026-04-06T23:00:50.879,0.00002754
2026-04-06T23:00:50.887,0.00002814
2026-04-06T23:00:50.896,0.00002854
2026-04-06T23:00:50.904,0.00002900
2026-04-06T23:00:50.913,0.00002916
2026-04-06T23:00:50.921,0.00002945
2026-04-06T23:00:50.930,0.00002951
2026-04-06T23:00:50.938,0.00002908
2026-04-06T23:00:50.947,0.00002872
2026-04-06T23:00:50.955,0.00002863
2026-04-06T23:00:50.964,0.00002832
2026-04-06T23:00:50.972,0.00002769
2026-04-06T23:00:50.981,0.00002720
2026-04-06T23:00:50.989,0.00002636
2026-04-06T23:00:50.998,0.00002545
2026-04-06T23:00:51.006,0.00002451
