timestamp,ch0_V_per_V,ch1_V_per_V,ch2_V_per_V,ch3_V_per_V
2026-04-20T18:45:18.951,0.00001020,-0.00061702,-0.00044826,-0.00032369
2026-04-20T18:45:18.953,0.00001020,-0.00061702,-0.00044768,-0.00032369
2026-04-20T18:45:18.955,0.00001020,-0.00061702,-0.00044768,-0.00032369
2026-04-20T18:45:18.956,0.00001020,-0.00061834,-0.00044768,-0.00032369
2026-04-20T18:45:18.958,0.00001034,-0.00061834,-0.00044768,-0.00032369
2026-04-20T18:45:18.959,0.00001034,-0.00061834,-0.00044768,-0.00032418
2026-04-20T18:45:18.961,0.00001034,-0.00061834,-0.00044768,-0.00032418
2026-04-20T18:45:18.962,0.00001034,-0.00061834,-0.00044769,-0.00032418
2026-04-20T18:45:18.964,0.00001034,-0.00061703,-0.00044769,-0.00032418
2026-04-20T18:45:18.965,0.00001081,-0.00061703,-0.00044769,-0.00032418
2026-04-20T18:45:18.967,0.00001081,-0.00061703,-0.00044769,-0.00032473
2026-04-20T18:45:18.968,0.00001081,-0.00061703,-0.00044769,-0.00032473
2026-04-20T18:45:18.970,0.00001081,-0.00061703,-0.00044721,-0.00032473
2026-04-20T18:45:18.971,0.00001081,-0.00061795,-0.00044721,-0.00032473
2026-04-20T18:45:18.973,0.00001104,-0.00061795,-0.00044721,-0.00032473
2026-04-20T18:45:18.974,0.00001104,-0.00061795,-0.00044721,-0.00032473
2026-04-20T18:45:18.976,0.00001104,-0.00061795,-0.00044721,-0.00032495
2026-04-20T18:45:18.978,0.00001104,-0.00061795,-0.00044582,-0.00032495
2026-04-20T18:45:18.979,0.00001104,-0.00061692,-0.00044582,-0.00032495
2026-04-20T18:45:18.981,0.00001135,-0.00061692,-0.00044582,-0.00032495
2026-04-20T18:45:18.982,0.00001135,-0.00061692,-0.00044582,-0.00032495
2026-04-20T18:45:18.984,0.00001135,-0.00061692,-0.00044582,-0.00032445
2026-04-20T18:45:18.985,0.00001135,-0.00061692,-0.00044406,-0.00032445
2026-04-20T18:45:18.987,0.00001135,-0.00061730,-0.00044406,-0.00032445
2026-04-20T18:45:18.988,0.00001135,-0.00061730,-0.00044406,-0.00032445
2026-04-20T18:45:18.990,0.00001181,-0.00061730,-0.00044406,-0.00032445
2026-04-20T18:45:18.991,0.00001181,-0.00061730,-0.00044406,-0.00032426
2026-04-20T18:45:18.993,0.00001181,-0.00061730,-0.00044409,-0.00032426
2026-04-20T18:45:18.995,0.00001181,-0.00061730,-0.00044409,-0.00032426
2026-04-20T18:45:18.996,0.00001181,-0.00061663,-0.00044409,-0.00032426
2026-04-20T18:45:18.998,0.00001256,-0.00061663,-0.00044409,-0.00032426
2026-04-20T18:45:18.999,0.00001256,-0.00061663,-0.00044409,-0.00032481
2026-04-20T18:45:19.001,0.00001256,-0.00061663,-0.00044380,-0.00032481
2026-04-20T18:45:19.002,0.00001256,-0.00061663,-0.00044380,-0.00032481
2026-04-20T18:45:19.004,0.00001256,-0.00061662,-0.00044380,-0.00032481
2026-04-20T18:45:19.005,0.00001358,-0.00061662,-0.00044380,-0.00032481
2026-04-20T18:45:19.007,0.00001358,-0.00061662,-0.00044380,-0.00032473
2026-04-20T18:45:19.008,0.00001358,-0.00061662,-0.00044380,-0.00032473
2026-04-20T18:45:19.010,0.00001358,-0.00061662,-0.00044392,-0.00032473
2026-04-20T18:45:19.011,0.00001358,-0.00061594,-0.00044392,-0.00032473
2026-04-20T18:45:19.013,0.00001568,-0.00061594,-0.00044392,-0.00032473
2026-04-20T18:45:19.015,0.00001568,-0.00061594,-0.00044392,-0.00032473
2026-04-20T18:45:19.016,0.00001568,-0.00061594,-0.00044392,-0.00032411
2026-04-20T18:45:19.018,0.00001568,-0.00061594,-0.00044221,-0.00032411
2026-04-20T18:45:19.019,0.00001568,-0.00061679,-0.00044221,-0.00032411
2026-04-20T18:45:19.021,0.00001850,-0.00061679,-0.00044221,-0.00032411
2026-04-20T18:45:19.022,0.00001850,-0.00061679,-0.00044221,-0.00032411
2026-04-20T18:45:19.024,0.00001850,-0.00061679,-0.00044221,-0.00032297
2026-04-20T18:45:19.025,0.00001850,-0.00061679,-0.00044213,-0.00032297
2026-04-20T18:45:19.027,0.00001850,-0.00061641,-0.00044213,-0.00032297
2026-04-20T18:45:19.028,0.00001850,-0.00061641,-0.00044213,-0.00032297
2026-04-20T18:45:19.030,0.00002342,-0.00061641,-0.00044213,-0.00032297
2026-04-20T18:45:19.031,0.00002342,-0.00061641,-0.00044213,-0.00032299
2026-04-20T18:45:19.033,0.00002342,-0.00061641,-0.00044147,-0.00032299
2026-04-20T18:45:19.035,0.00002342,-0.00061641,-0.00044147,-0.00032299
2026-04-20T18:45:19.036,0.00002342,-0.00061622,-0.00044147,-0.00032299
2026-04-20T18:45:19.038,0.00002896,-0.00061622,-0.00044147,-0.00032299
2026-04-20T18:45:19.039,0.00002896,-0.00061622,-0.00044147,-0.00032268
2026-04-20T18:45:19.041,0.00002896,-0.00061622,-0.00044135,-0.00032268
2026-04-20T18:45:19.042,0.00002896,-0.00061622,-0.00044135,-0.00032268
2026-04-20T18:45:19.044,0.00002896,-0.00061578,-0.00044135,-0.00032268
2026-04-20T18:45:19.045,0.00003548,-0.00061578,-0.00044135,-0.00032268
2026-04-20T18:45:19.047,0.00003548,-0.00061578,-0.00044135,-0.00032297
2026-04-20T18:45:19.048,0.00003548,-0.00061578,-0.00044135,-0.00032297
2026-04-20T18:45:19.050,0.00003548,-0.00061578,-0.00044016,-0.00032297
2026-04-20T18:45:19.051,0.00003548,-0.00061526,-0.00044016,-0.00032297
2026-04-20T18:45:19.053,0.00004059,-0.00061526,-0.00044016,-0.00032297
2026-04-20T18:45:19.055,0.00004059,-0.00061526,-0.00044016,-0.00032297
2026-04-20T18:45:19.056,0.00004059,-0.00061526,-0.00044016,-0.00032152
2026-04-20T18:45:19.058,0.00004059,-0.00061526,-0.00043913,-0.00032152
2026-04-20T18:45:19.059,0.00004059,-0.00061504,-0.00043913,-0.00032152
2026-04-20T18:45:19.061,0.00004756,-0.00061504,-0.00043913,-0.00032152
2026-04-20T18:45:19.062,0.00004756,-0.00061504,-0.00043913,-0.00032152
2026-04-20T18:45:19.064,0.00004756,-0.00061504,-0.00043913,-0.00032194
2026-04-20T18:45:19.065,0.00004756,-0.00061504,-0.00043715,-0.00032194
2026-04-20T18:45:19.067,0.00004756,-0.00061462,-0.00043715,-0.00032194
2026-04-20T18:45:19.068,0.00004756,-0.00061462,-0.00043715,-0.00032194
2026-04-20T18:45:19.070,0.00005540,-0.00061462,-0.00043715,-0.00032194
2026-04-20T18:45:19.071,0.00005540,-0.00061462,-0.00043715,-0.00032164
2026-04-20T18:45:19.073,0.00005540,-0.00061462,-0.00043739,-0.00032164
2026-04-20T18:45:19.074,0.00005540,-0.00061462,-0.00043739,-0.00032164
2026-04-20T18:45:19.076,0.00005540,-0.00061513,-0.00043739,-0.00032164
2026-04-20T18:45:19.078,0.00006257,-0.00061513,-0.00043739,-0.00032164
2026-04-20T18:45:19.079,0.00006257,-0.00061513,-0.00043739,-0.00032252
2026-04-20T18:45:19.081,0.00006257,-0.00061513,-0.00043694,-0.00032252
2026-04-20T18:45:19.082,0.00006257,-0.00061513,-0.00043694,-0.00032252
2026-04-20T18:45:19.084,0.00006257,-0.00061515,-0.00043694,-0.00032252
2026-04-20T18:45:19.085,0.00007028,-0.00061515,-0.00043694,-0.00032252
2026-04-20T18:45:19.087,0.00007028,-0.00061515,-0.00043694,-0.00032178
2026-04-20T18:45:19.088,0.00007028,-0.00061515,-0.00043694,-0.00032178
