timestamp,ch0_V_per_V
2026-04-29T22:10:52.512,0.00009228
2026-04-29T22:10:52.513,0.00009465
2026-04-29T22:10:52.515,0.00009018
2026-04-29T22:10:52.516,0.00009053
2026-04-29T22:10:52.518,0.00009594
2026-04-29T22:10:52.519,0.00010161
2026-04-29T22:10:52.521,0.00010994
2026-04-29T22:10:52.523,0.00011067
2026-04-29T22:10:52.524,0.00011112
2026-04-29T22:10:52.526,0.00010769
2026-04-29T22:10:52.527,0.00010895
2026-04-29T22:10:52.529,0.00011372
2026-04-29T22:10:52.530,0.00011519
2026-04-29T22:10:52.532,0.00011879
2026-04-29T22:10:52.533,0.00012330
2026-04-29T22:10:52.535,0.00012409
2026-04-29T22:10:52.536,0.00012816
2026-04-29T22:10:52.538,0.00013194
2026-04-29T22:10:52.539,0.00013455
2026-04-29T22:10:52.541,0.00013769
2026-04-29T22:10:52.542,0.00013846
2026-04-29T22:10:52.544,0.00013605
2026-04-29T22:10:52.545,0.00013475
2026-04-29T22:10:52.547,0.00013348
2026-04-29T22:10:52.548,0.00013012
2026-04-29T22:10:52.550,0.00012858
2026-04-29T22:10:52.552,0.00012306
2026-04-29T22:10:52.553,0.00012005
2026-04-29T22:10:52.555,0.00011207
2026-04-29T22:10:52.556,0.00010844
2026-04-29T22:10:52.558,0.00010576
2026-04-29T22:10:52.559,0.00010170
2026-04-29T22:10:52.561,0.00010057
2026-04-29T22:10:52.562,0.00009864
2026-04-29T22:10:52.564,0.00009577
2026-04-29T22:10:52.565,0.00009392
2026-04-29T22:10:52.567,0.00009084
2026-04-29T22:10:52.568,0.00008959
2026-04-29T22:10:52.570,0.00008761
2026-04-29T22:10:52.571,0.00008716
2026-04-29T22:10:52.573,0.00008657
2026-04-29T22:10:52.575,0.00008445
2026-04-29T22:10:52.576,0.00008400
2026-04-29T22:10:52.578,0.00008335
2026-04-29T22:10:52.579,0.00008289
2026-04-29T22:10:52.581,0.00008238
2026-04-29T22:10:52.582,0.00008198
2026-04-29T22:10:52.584,0.00008176
2026-04-29T22:10:52.585,0.00008166
2026-04-29T22:10:52.587,0.00008003
2026-04-29T22:10:52.588,0.00008021
2026-04-29T22:10:52.590,0.00007884
2026-04-29T22:10:52.591,0.00007748
2026-04-29T22:10:52.593,0.00007556
2026-04-29T22:10:52.595,0.00007400
2026-04-29T22:10:52.596,0.00007130
2026-04-29T22:10:52.598,0.00007002
2026-04-29T22:10:52.599,0.00006863
2026-04-29T22:10:52.601,0.00006618
2026-04-29T22:10:52.602,0.00006360
2026-04-29T22:10:52.604,0.00006230
2026-04-29T22:10:52.605,0.00005939
2026-04-29T22:10:52.607,0.00005782
2026-04-29T22:10:52.608,0.00005638
2026-04-29T22:10:52.610,0.00005388
2026-04-29T22:10:52.612,0.00005274
2026-04-29T22:10:52.613,0.00005065
2026-04-29T22:10:52.615,0.00004976
2026-04-29T22:10:52.616,0.00004771
2026-04-29T22:10:52.618,0.00004680
2026-04-29T22:10:52.619,0.00004498
2026-04-29T22:10:52.621,0.00004429
2026-04-29T22:10:52.622,0.00004305
2026-04-29T22:10:52.624,0.00004239
2026-04-29T22:10:52.625,0.00004139
2026-04-29T22:10:52.627,0.00004071
2026-04-29T22:10:52.628,0.00003927
2026-04-29T22:10:52.630,0.00003843
2026-04-29T22:10:52.631,0.00003732
2026-04-29T22:10:52.633,0.00003693
2026-04-29T22:10:52.635,0.00003657
2026-04-29T22:10:52.636,0.00003569
2026-04-29T22:10:52.638,0.00003489
2026-04-29T22:10:52.639,0.00003349
2026-04-29T22:10:52.641,0.00003290
2026-04-29T22:10:52.642,0.00003211
2026-04-29T22:10:52.644,0.00003180
2026-04-29T22:10:52.645,0.00003080
2026-04-29T22:10:52.647,0.00003008
2026-04-29T22:10:52.648,0.00002859
2026-04-29T22:10:52.650,0.00002790
2026-04-29T22:10:52.651,0.00002701
2026-04-29T22:10:52.653,0.00002674
2026-04-29T22:10:52.655,0.00002598
2026-04-29T22:10:52.656,0.00002557
2026-04-29T22:10:52.658,0.00002522
2026-04-29T22:10:52.659,0.00002474
2026-04-29T22:10:52.661,0.00002456
2026-04-29T22:10:52.662,0.00002431
2026-04-29T22:10:52.664,0.00002437
2026-04-29T22:10:52.665,0.00002437
2026-04-29T22:10:52.667,0.00002410
2026-04-29T22:10:52.668,0.00002380
2026-04-29T22:10:52.670,0.00002346
2026-04-29T22:10:52.671,0.00002329
2026-04-29T22:10:52.673,0.00002323
2026-04-29T22:10:52.675,0.00002320
2026-04-29T22:10:52.676,0.00002305
2026-04-29T22:10:52.678,0.00002270
2026-04-29T22:10:52.679,0.00002250
2026-04-29T22:10:52.681,0.00002228
2026-04-29T22:10:52.682,0.00002240
2026-04-29T22:10:52.684,0.00002287
2026-04-29T22:10:52.685,0.00002293
2026-04-29T22:10:52.687,0.00002297
2026-04-29T22:10:52.688,0.00002293
2026-04-29T22:10:52.690,0.00002288
2026-04-29T22:10:52.691,0.00002287
2026-04-29T22:10:52.693,0.00002282
2026-04-29T22:10:52.694,0.00002288
2026-04-29T22:10:52.696,0.00002328
2026-04-29T22:10:52.698,0.00002330
2026-04-29T22:10:52.699,0.00002326
2026-04-29T22:10:52.701,0.00002320
2026-04-29T22:10:52.702,0.00002294
2026-04-29T22:10:52.704,0.00002240
2026-04-29T22:10:52.705,0.00002233
2026-04-29T22:10:52.707,0.00002244
2026-04-29T22:10:52.708,0.00002272
2026-04-29T22:10:52.710,0.00002294
2026-04-29T22:10:52.711,0.00002303
2026-04-29T22:10:52.713,0.00002294
2026-04-29T22:10:52.714,0.00002288
2026-04-29T22:10:52.716,0.00002278
2026-04-29T22:10:52.717,0.00002277
2026-04-29T22:10:52.719,0.00002280
2026-04-29T22:10:52.721,0.00002279
2026-04-29T22:10:52.722,0.00002280
2026-04-29T22:10:52.724,0.00002318
2026-04-29T22:10:52.725,0.00002364
2026-04-29T22:10:52.726,0.00002967
2026-04-29T22:10:52.728,0.00002819
2026-04-29T22:10:52.729,0.00002468
2026-04-29T22:10:52.731,0.00002584
2026-04-29T22:10:52.732,0.00002267
2026-04-29T22:10:52.734,0.00001892
2026-04-29T22:10:52.735,0.00002069
2026-04-29T22:10:52.737,0.00002157
2026-04-29T22:10:52.738,0.00002409
2026-04-29T22:10:52.740,0.00002327
2026-04-29T22:10:52.742,0.00002212
2026-04-29T22:10:52.743,0.00002134
2026-04-29T22:10:52.745,0.00002059
2026-04-29T22:10:52.746,0.00002299
2026-04-29T22:10:52.748,0.00002328
2026-04-29T22:10:52.749,0.00002295
2026-04-29T22:10:52.751,0.00002262
2026-04-29T22:10:52.752,0.00002072
2026-04-29T22:10:52.754,0.00002104
2026-04-29T22:10:52.755,0.00002183
2026-04-29T22:10:52.757,0.00002252
2026-04-29T22:10:52.758,0.00002323
2026-04-29T22:10:52.760,0.00002276
2026-04-29T22:10:52.761,0.00002225
2026-04-29T22:10:52.763,0.00002172
2026-04-29T22:10:52.765,0.00002165
2026-04-29T22:10:52.766,0.00002246
2026-04-29T22:10:52.768,0.00002278
2026-04-29T22:10:52.769,0.00002293
2026-04-29T22:10:52.771,0.00002266
2026-04-29T22:10:52.772,0.00002223
2026-04-29T22:10:52.774,0.00002187
2026-04-29T22:10:52.775,0.00002206
2026-04-29T22:10:52.777,0.00002232
2026-04-29T22:10:52.778,0.00002261
2026-04-29T22:10:52.780,0.00002252
2026-04-29T22:10:52.781,0.00002250
2026-04-29T22:10:52.783,0.00002201
2026-04-29T22:10:52.784,0.00002198
2026-04-29T22:10:52.786,0.00002210
2026-04-29T22:10:52.787,0.00002224
2026-04-29T22:10:52.789,0.00002252
2026-04-29T22:10:52.791,0.00002248
2026-04-29T22:10:52.792,0.00002243
2026-04-29T22:10:52.794,0.00002228
2026-04-29T22:10:52.795,0.00002221
2026-04-29T22:10:52.797,0.00002223
2026-04-29T22:10:52.798,0.00002215
2026-04-29T22:10:52.800,0.00002216
2026-04-29T22:10:52.801,0.00002235
2026-04-29T22:10:52.803,0.00002239
2026-04-29T22:10:52.804,0.00002260
2026-04-29T22:10:52.806,0.00002255
2026-04-29T22:10:52.807,0.00002248
2026-04-29T22:10:52.809,0.00002236
2026-04-29T22:10:52.810,0.00002224
2026-04-29T22:10:52.812,0.00002215
2026-04-29T22:10:52.813,0.00002213
2026-04-29T22:10:52.815,0.00002229
2026-04-29T22:10:52.817,0.00002241
2026-04-29T22:10:52.818,0.00002253
2026-04-29T22:10:52.820,0.00002260
2026-04-29T22:10:52.821,0.00002264
2026-04-29T22:10:52.823,0.00002242
2026-04-29T22:10:52.824,0.00002237
2026-04-29T22:10:52.826,0.00002234
2026-04-29T22:10:52.827,0.00002236
2026-04-29T22:10:52.829,0.00002327
2026-04-29T22:10:52.830,0.00002855
2026-04-29T22:10:52.832,0.00002855
2026-04-29T22:10:52.833,0.00002505
2026-04-29T22:10:52.835,0.00002600
2026-04-29T22:10:52.836,0.00002186
2026-04-29T22:10:52.838,0.00002108
2026-04-29T22:10:52.839,0.00002175
2026-04-29T22:10:52.841,0.00002275
2026-04-29T22:10:52.842,0.00002448
2026-04-29T22:10:52.844,0.00002340
2026-04-29T22:10:52.846,0.00002272
2026-04-29T22:10:52.847,0.00002229
2026-04-29T22:10:52.849,0.00002160
2026-04-29T22:10:52.850,0.00002239
2026-04-29T22:10:52.852,0.00002408
2026-04-29T22:10:52.853,0.00002416
2026-04-29T22:10:52.855,0.00002328
2026-04-29T22:10:52.856,0.00002251
2026-04-29T22:10:52.858,0.00002214
2026-04-29T22:10:52.859,0.00002227
2026-04-29T22:10:52.861,0.00002339
2026-04-29T22:10:52.862,0.00002379
2026-04-29T22:10:52.864,0.00002319
2026-04-29T22:10:52.865,0.00002284
2026-04-29T22:10:52.867,0.00002202
2026-04-29T22:10:52.868,0.00002202
2026-04-29T22:10:52.870,0.00002316
2026-04-29T22:10:52.871,0.00002369
2026-04-29T22:10:52.873,0.00002402
2026-04-29T22:10:52.875,0.00002371
2026-04-29T22:10:52.876,0.00002329
2026-04-29T22:10:52.878,0.00002263
2026-04-29T22:10:52.879,0.00002239
2026-04-29T22:10:52.881,0.00002239
2026-04-29T22:10:52.882,0.00002289
2026-04-29T22:10:52.884,0.00002315
2026-04-29T22:10:52.885,0.00002319
2026-04-29T22:10:52.887,0.00002299
2026-04-29T22:10:52.888,0.00002293
2026-04-29T22:10:52.890,0.00002292
2026-04-29T22:10:52.891,0.00002309
2026-04-29T22:10:52.893,0.00002318
2026-04-29T22:10:52.894,0.00002315
2026-04-29T22:10:52.896,0.00002293
2026-04-29T22:10:52.898,0.00002257
2026-04-29T22:10:52.899,0.00002249
2026-04-29T22:10:52.901,0.00002271
2026-04-29T22:10:52.902,0.00002299
2026-04-29T22:10:52.904,0.00002322
2026-04-29T22:10:52.905,0.00002331
2026-04-29T22:10:52.907,0.00002323
2026-04-29T22:10:52.908,0.00002306
2026-04-29T22:10:52.910,0.00002284
2026-04-29T22:10:52.911,0.00002288
2026-04-29T22:10:52.913,0.00002282
2026-04-29T22:10:52.914,0.00002279
2026-04-29T22:10:52.916,0.00002266
2026-04-29T22:10:52.917,0.00002267
2026-04-29T22:10:52.919,0.00002265
2026-04-29T22:10:52.921,0.00002289
2026-04-29T22:10:52.922,0.00002312
2026-04-29T22:10:52.924,0.00002335
2026-04-29T22:10:52.925,0.00002344
2026-04-29T22:10:52.927,0.00002313
2026-04-29T22:10:52.928,0.00002289
2026-04-29T22:10:52.930,0.00002277
2026-04-29T22:10:52.931,0.00002281
2026-04-29T22:10:52.933,0.00002307
2026-04-29T22:10:52.934,0.00002771
2026-04-29T22:10:52.936,0.00002492
2026-04-29T22:10:52.937,0.00002399
2026-04-29T22:10:52.939,0.00002306
2026-04-29T22:10:52.940,0.00001964
2026-04-29T22:10:52.942,0.00002096
2026-04-29T22:10:52.943,0.00002137
2026-04-29T22:10:52.945,0.00002383
2026-04-29T22:10:52.947,0.00002458
2026-04-29T22:10:52.948,0.00002334
2026-04-29T22:10:52.950,0.00002196
2026-04-29T22:10:52.951,0.00002144
2026-04-29T22:10:52.953,0.00002143
2026-04-29T22:10:52.954,0.00002330
2026-04-29T22:10:52.956,0.00002306
2026-04-29T22:10:52.957,0.00002288
2026-04-29T22:10:52.959,0.00002254
2026-04-29T22:10:52.960,0.00002088
